use_cache,run_idx,device,total_time_s,prompt_tokens,new_tokens,tokens_per_sec,peak_mem_mb,note
False,1,cpu,6.822786164999798,5,71,10.406305911245294,4.15234375,
False,2,cpu,17.23039238299998,5,128,7.428733899657945,23.2109375,
False,3,cpu,17.012449381999886,5,128,7.52390188654616,0.140625,
True,1,cpu,5.036371242999849,5,128,25.415124069320687,0.02734375,
True,2,cpu,5.150060564000341,5,128,24.854076648095806,0.02734375,
True,3,cpu,4.421126648000154,5,128,28.951896245247653,0.03515625,
