avg_new_tokens,avg_peak_mem_mb,avg_prompt_tokens,avg_tokens_per_sec,avg_total_time_s,device,runs,use_cache
128.0,0.010416666666666666,5.0,26.658455677066087,4.828520942333341,cpu,3,True
109.0,5.390625,5.0,8.470584458518921,13.786134557333318,cpu,3,False
