avg_latency_per_token_ms,avg_peak_mem_measured_mb,avg_tokens_per_sec,device,p50_latency_per_token_ms,p95_latency_per_token_ms,runs,seq_len,theo_cache_prompt_mb,theo_cache_total_mb,use_cache
5.0702806456773795,176.66591796875,197.69640539294716,cuda,4.892009076922057,5.386128739381534,5,32,0.5625,2.8125,True
5.246271993524652,179.70126953125,192.41947639903694,cuda,4.910916375010288,6.070435971099641,5,128,2.25,4.5,True
4.924290903130668,185.75927734375,203.08696216402683,cuda,4.9206963359438305,4.9775871906319935,5,256,4.5,6.75,True
